CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
147,2024-07-01 02:13:00,2024-07-01 06:58:57,2024-07-13 01:04:00,15.831272,74.447805,Cheating reported in Belagavi area
148,2025-11-17 01:49:00,2025-11-17 06:20:52,2025-11-25 22:09:00,12.793332,77.524744,Fraud reported in Vijayanagara area
149,2025-12-26 22:04:00,2025-12-27 00:43:30,2025-12-30 04:37:00,14.779659,75.367203,Arson reported in Dakshina Kannada area
150,2026-04-27 15:12:00,2026-04-27 19:28:34,2026-05-06 01:42:00,14.188653,75.047929,Fraud reported in Shivamogga area
151,2024-12-21 05:25:00,2024-12-21 06:01:05,2025-01-02 00:57:00,13.38744,77.748536,Burglary reported in Chikkaballapura area
152,2024-05-08 22:41:00,2024-05-09 00:38:33,2024-05-14 15:29:00,14.1316,76.434572,Chain Snatching reported in Chitradurga area
153,2024-01-15 09:17:00,2024-01-15 10:46:14,2024-01-21 07:46:00,12.533778,76.937753,Vehicle Theft reported in Mysuru area
154,2024-05-05 19:43:00,2024-05-05 22:26:26,2024-05-07 02:17:00,15.879012,74.433037,Hurt reported in Bagalkot area
155,2025-09-17 18:37:00,2025-09-17 22:34:19,2025-09-19 18:00:00,12.898634,77.688649,Kidnapping reported in Vijayanagara area
156,2026-03-04 18:53:00,2026-03-04 20:31:35,2026-03-06 12:56:00,11.850061,77.104863,Arson reported in Chamarajanagar area
157,2024-09-13 14:03:00,2024-09-13 17:24:50,2024-09-20 20:21:00,12.537781,76.781578,NDPS Act reported in Hassan area
158,2024-01-23 10:38:00,2024-01-23 11:40:11,2024-01-26 09:55:00,14.880889,75.359187,Kidnapping reported in Dakshina Kannada area
159,2024-12-20 18:26:00,2024-12-20 21:49:34,2024-12-23 17:28:00,12.957863,77.633443,Cyber Crime reported in Vijayanagara area
160,2025-02-06 13:36:00,2025-02-06 13:47:52,2025-02-13 04:51:00,15.086694,76.064103,Drug Possession reported in Ballari area
161,2026-02-25 00:41:00,2026-02-25 02:30:11,2026-03-09 11:31:00,12.50935,76.873514,Rioting reported in Hassan area
162,2024-12-16 13:13:00,2024-12-16 17:45:22,2024-12-29 18:31:00,14.246924,75.574586,Rape reported in Uttara Kannada area
163,2025-10-27 23:24:00,2025-10-27 23:27:32,2025-10-29 19:26:00,15.181106,76.008372,Sexual Harassment reported in Ballari area
164,2025-01-20 10:55:00,2025-01-20 16:23:05,2025-01-22 14:12:00,14.298632,76.488337,Burglary reported in Chitradurga area
165,2024-12-06 22:22:00,2024-12-07 00:20:35,2024-12-09 10:49:00,15.925891,74.562215,Fraud reported in Bagalkot area
166,2024-08-16 12:57:00,2024-08-16 13:07:03,2024-08-27 16:44:00,14.3789,75.90722,NDPS Act reported in Kolar area
167,2026-06-05 17:14:00,2026-06-05 18:50:34,2026-06-19 18:39:00,12.533951,76.8529,Cyber Crime reported in Kalaburagi area
168,2025-06-06 06:09:00,2025-06-06 08:27:26,2025-06-08 07:36:00,12.551059,76.97624,Arms Act reported in Hassan area
169,2026-04-19 07:46:00,2026-04-19 09:57:02,2026-04-20 06:49:00,12.601524,76.905965,Kidnapping reported in Mysuru area
170,2024-11-13 21:45:00,2024-11-14 02:06:29,2024-11-21 02:31:00,12.391139,76.69019,Domestic Violence reported in Haveri area
171,2024-09-07 11:53:00,2024-09-07 16:54:16,2024-09-20 18:57:00,13.980775,75.626552,Cyber Crime reported in Raichur area
172,2026-06-13 12:29:00,2026-06-13 14:48:38,2026-06-24 22:00:00,15.940455,74.511647,Rape reported in Belagavi area
173,2025-03-03 22:13:00,2025-03-04 03:32:16,2025-03-06 10:44:00,11.841779,77.308722,Fraud reported in Chamarajanagar area
174,2026-01-13 19:50:00,2026-01-14 00:53:05,2026-01-19 08:25:00,14.273059,74.937009,Kidnapping reported in Shivamogga area
175,2024-02-23 12:17:00,2024-02-23 16:22:23,2024-03-09 01:36:00,15.091501,77.050859,Kidnapping reported in Dharwad area
176,2025-02-27 08:02:00,2025-02-27 11:14:47,2025-03-13 18:57:00,12.849994,77.587363,Fraud reported in Bengaluru Urban area
177,2025-11-24 22:31:00,2025-11-24 22:58:00,2025-12-08 14:27:00,12.464154,76.919364,Domestic Violence reported in Hassan area
178,2024-04-17 17:25:00,2024-04-17 19:02:22,2024-04-24 04:11:00,14.463331,75.86501,Rape reported in Kolar area
179,2024-12-19 18:31:00,2024-12-19 19:18:14,2024-12-28 01:32:00,12.593015,76.832278,Robbery reported in Hassan area
180,2025-05-19 17:36:00,2025-05-19 20:17:17,2025-05-21 15:40:00,14.359386,75.987466,Fraud reported in Vijayapur area
181,2025-04-28 02:37:00,2025-04-28 06:31:54,2025-04-28 06:36:00,12.43685,76.843831,Drug Possession reported in Mysuru area
182,2025-05-28 17:02:00,2025-05-28 21:34:55,2025-05-31 15:20:00,15.954849,74.396348,PoCSO Act reported in Bagalkot area
183,2025-12-12 21:16:00,2025-12-12 22:16:52,2025-12-27 02:10:00,13.391776,77.760576,Cheating reported in Chikkaballapura area
184,2025-04-21 16:36:00,2025-04-21 18:30:46,2025-05-03 04:23:00,14.186377,75.542741,NDPS Act reported in Uttara Kannada area
185,2024-02-11 23:54:00,2024-02-12 01:57:25,2024-02-17 01:38:00,15.925325,74.489855,Attempt to Murder reported in Bagalkot area
186,2024-05-15 04:28:00,2024-05-15 07:20:56,2024-05-17 12:20:00,15.994485,74.609553,Chain Snatching reported in Bagalkot area
187,2024-12-21 17:46:00,2024-12-21 19:26:28,2024-12-26 12:03:00,15.227156,75.983554,Cheating reported in Ballari area
188,2025-10-20 06:31:00,2025-10-20 08:57:52,2025-11-03 20:28:00,15.136515,76.877389,Burglary reported in Dharwad area
189,2025-07-06 09:39:00,2025-07-06 10:38:25,2025-07-19 18:35:00,17.879346,77.685776,Dowry Death reported in Bidar area
190,2025-05-07 11:11:00,2025-05-07 14:07:10,2025-05-17 02:24:00,13.309482,74.773375,Dowry Death reported in Kodagu area
191,2025-03-30 02:26:00,2025-03-30 05:52:02,2025-04-10 11:23:00,14.113289,75.648598,Arson reported in Uttara Kannada area
192,2024-10-02 15:01:00,2024-10-02 17:59:21,2024-10-11 10:29:00,14.669523,75.991885,Murder reported in Vijayapur area
193,2026-04-12 02:18:00,2026-04-12 07:48:26,2026-04-26 23:25:00,14.345243,76.422642,Arson reported in Chitradurga area
194,2025-08-20 16:54:00,2025-08-20 19:36:13,2025-08-25 05:35:00,11.986035,76.673967,Cheating reported in Koppal area
195,2024-07-06 22:34:00,2024-07-06 23:23:36,2024-07-08 00:26:00,13.240332,77.646107,Murder reported in Bengaluru Rural area
196,2025-12-13 16:26:00,2025-12-13 19:12:50,2025-12-21 04:50:00,14.396805,75.874008,Fraud reported in Vijayapur area
197,2025-01-12 04:34:00,2025-01-12 09:08:27,2025-01-26 15:05:00,15.126158,76.87377,Vehicle Theft reported in Dharwad area
198,2025-12-23 02:56:00,2025-12-23 08:42:38,2025-12-23 08:01:00,13.8728,75.588311,Murder reported in Gadag area
199,2025-06-27 09:03:00,2025-06-27 09:40:33,2025-07-06 06:20:00,12.961396,77.563351,Hurt reported in Bengaluru Urban area
200,2024-05-30 14:52:00,2024-05-30 18:59:19,2024-06-12 19:47:00,12.513815,76.907577,Forgery reported in Yadgir area
201,2026-05-28 16:09:00,2026-05-28 16:41:59,2026-06-01 00:37:00,13.419379,75.647544,Chain Snatching reported in Chikkamagaluru area
202,2025-09-23 21:38:00,2025-09-24 02:23:17,2025-10-07 06:31:00,15.782063,74.515246,Vehicle Theft reported in Bagalkot area
203,2025-12-26 22:24:00,2025-12-26 23:15:08,2025-12-29 21:37:00,14.162624,74.803531,Rioting reported in Shivamogga area
204,2025-04-30 16:45:00,2025-04-30 21:49:53,2025-05-08 20:39:00,14.098116,75.614752,Robbery reported in Uttara Kannada area
205,2024-03-08 16:56:00,2024-03-08 18:52:15,2024-03-11 08:58:00,14.341656,75.84125,Murder reported in Kolar area
206,2024-02-02 10:25:00,2024-02-02 11:09:49,2024-02-09 04:10:00,15.428503,75.101973,Vehicle Theft reported in Davanagere area
