CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
123,IPC_SYN,SYN-01,1,1
124,IPC_SYN,SYN-01,1,1
125,IPC_SYN,SYN-01,1,1
126,SPECIAL_LAW_SYN,SYN-03,1,1
127,SPECIAL_LAW_SYN,SYN-03,1,1
128,IPC_SYN,SYN-01,1,1
129,IPC_SYN,SYN-01,1,1
130,IPC_SYN,SYN-01,1,1
131,IPC_SYN,SYN-01,1,1
132,IPC_SYN,SYN-01,1,1
133,IPC_SYN,SYN-01,1,1
134,IPC_SYN,SYN-01,1,1
135,IPC_SYN,SYN-01,1,1
136,SPECIAL_LAW_SYN,SYN-03,1,1
137,IPC_SYN,SYN-01,1,1
138,IPC_SYN,SYN-01,1,1
139,SPECIAL_LAW_SYN,SYN-03,1,1
140,IPC_SYN,SYN-01,1,1
141,IT_ACT_SYN,SYN-02,1,1
142,IPC_SYN,SYN-01,1,1
143,IT_ACT_SYN,SYN-02,1,1
144,IT_ACT_SYN,SYN-02,1,1
145,SPECIAL_LAW_SYN,SYN-03,1,1
146,IPC_SYN,SYN-01,1,1
147,IPC_SYN,SYN-01,1,1
148,IPC_SYN,SYN-01,1,1
149,IPC_SYN,SYN-01,1,1
150,IPC_SYN,SYN-01,1,1
151,IPC_SYN,SYN-01,1,1
152,IPC_SYN,SYN-01,1,1
153,IPC_SYN,SYN-01,1,1
154,SPECIAL_LAW_SYN,SYN-03,1,1
155,IPC_SYN,SYN-01,1,1
156,IPC_SYN,SYN-01,1,1
157,SPECIAL_LAW_SYN,SYN-03,1,1
158,IPC_SYN,SYN-01,1,1
159,IT_ACT_SYN,SYN-02,1,1
160,SPECIAL_LAW_SYN,SYN-03,1,1
161,IT_ACT_SYN,SYN-02,1,1
162,SPECIAL_LAW_SYN,SYN-03,1,1
163,IPC_SYN,SYN-01,1,1
164,IPC_SYN,SYN-01,1,1
165,IPC_SYN,SYN-01,1,1
166,SPECIAL_LAW_SYN,SYN-03,1,1
167,IT_ACT_SYN,SYN-02,1,1
168,SPECIAL_LAW_SYN,SYN-03,1,1
169,IPC_SYN,SYN-01,1,1
170,IPC_SYN,SYN-01,1,1
171,IT_ACT_SYN,SYN-02,1,1
172,SPECIAL_LAW_SYN,SYN-03,1,1
173,IPC_SYN,SYN-01,1,1
174,IPC_SYN,SYN-01,1,1
175,IPC_SYN,SYN-01,1,1
176,IPC_SYN,SYN-01,1,1
177,IPC_SYN,SYN-01,1,1
178,SPECIAL_LAW_SYN,SYN-03,1,1
179,IPC_SYN,SYN-01,1,1
180,IPC_SYN,SYN-01,1,1
181,SPECIAL_LAW_SYN,SYN-03,1,1
182,IPC_SYN,SYN-01,1,1
183,IPC_SYN,SYN-01,1,1
184,SPECIAL_LAW_SYN,SYN-03,1,1
185,IPC_SYN,SYN-01,1,1
186,IPC_SYN,SYN-01,1,1
187,IPC_SYN,SYN-01,1,1
188,IPC_SYN,SYN-01,1,1
189,SPECIAL_LAW_SYN,SYN-03,1,1
190,SPECIAL_LAW_SYN,SYN-03,1,1
191,IPC_SYN,SYN-01,1,1
192,IPC_SYN,SYN-01,1,1
193,IPC_SYN,SYN-01,1,1
194,IPC_SYN,SYN-01,1,1
195,IPC_SYN,SYN-01,1,1
196,IPC_SYN,SYN-01,1,1
197,IPC_SYN,SYN-01,1,1
198,IPC_SYN,SYN-01,1,1
199,SPECIAL_LAW_SYN,SYN-03,1,1
200,IPC_SYN,SYN-01,1,1
201,IPC_SYN,SYN-01,1,1
202,IPC_SYN,SYN-01,1,1
203,IT_ACT_SYN,SYN-02,1,1
204,IPC_SYN,SYN-01,1,1
205,IPC_SYN,SYN-01,1,1
206,IPC_SYN,SYN-01,1,1
207,SPECIAL_LAW_SYN,SYN-03,1,1
208,SPECIAL_LAW_SYN,SYN-03,1,1
209,IPC_SYN,SYN-01,1,1
210,SPECIAL_LAW_SYN,SYN-03,1,1
211,IPC_SYN,SYN-01,1,1
212,IPC_SYN,SYN-01,1,1
213,SPECIAL_LAW_SYN,SYN-03,1,1
214,IPC_SYN,SYN-01,1,1
215,IPC_SYN,SYN-01,1,1
216,IPC_SYN,SYN-01,1,1
217,IPC_SYN,SYN-01,1,1
218,IPC_SYN,SYN-01,1,1
219,IT_ACT_SYN,SYN-02,1,1
220,IPC_SYN,SYN-01,1,1
221,IPC_SYN,SYN-01,1,1
222,SPECIAL_LAW_SYN,SYN-03,1,1
223,IPC_SYN,SYN-01,1,1
224,SPECIAL_LAW_SYN,SYN-03,1,1
225,SPECIAL_LAW_SYN,SYN-03,1,1
226,SPECIAL_LAW_SYN,SYN-03,1,1
227,IT_ACT_SYN,SYN-02,1,1
228,IPC_SYN,SYN-01,1,1
229,IPC_SYN,SYN-01,1,1
230,IPC_SYN,SYN-01,1,1
231,IPC_SYN,SYN-01,1,1
232,IT_ACT_SYN,SYN-02,1,1
233,SPECIAL_LAW_SYN,SYN-03,1,1
234,SPECIAL_LAW_SYN,SYN-03,1,1
235,IPC_SYN,SYN-01,1,1
236,IPC_SYN,SYN-01,1,1
237,SPECIAL_LAW_SYN,SYN-03,1,1
238,IPC_SYN,SYN-01,1,1
239,SPECIAL_LAW_SYN,SYN-03,1,1
240,IPC_SYN,SYN-01,1,1
241,IPC_SYN,SYN-01,1,1
242,IPC_SYN,SYN-01,1,1
243,IPC_SYN,SYN-01,1,1
244,IPC_SYN,SYN-01,1,1
245,SPECIAL_LAW_SYN,SYN-03,1,1
246,SPECIAL_LAW_SYN,SYN-03,1,1
247,IPC_SYN,SYN-01,1,1
248,IPC_SYN,SYN-01,1,1
249,SPECIAL_LAW_SYN,SYN-03,1,1
250,SPECIAL_LAW_SYN,SYN-03,1,1
251,SPECIAL_LAW_SYN,SYN-03,1,1
252,SPECIAL_LAW_SYN,SYN-03,1,1
253,IT_ACT_SYN,SYN-02,1,1
254,IPC_SYN,SYN-01,1,1
255,IT_ACT_SYN,SYN-02,1,1
256,SPECIAL_LAW_SYN,SYN-03,1,1
257,SPECIAL_LAW_SYN,SYN-03,1,1
258,IPC_SYN,SYN-01,1,1
259,IPC_SYN,SYN-01,1,1
260,IPC_SYN,SYN-01,1,1
261,IPC_SYN,SYN-01,1,1
262,SPECIAL_LAW_SYN,SYN-03,1,1
263,IT_ACT_SYN,SYN-02,1,1
264,IT_ACT_SYN,SYN-02,1,1
265,IPC_SYN,SYN-01,1,1
266,IPC_SYN,SYN-01,1,1
267,SPECIAL_LAW_SYN,SYN-03,1,1
268,SPECIAL_LAW_SYN,SYN-03,1,1
269,SPECIAL_LAW_SYN,SYN-03,1,1
270,IT_ACT_SYN,SYN-02,1,1
271,SPECIAL_LAW_SYN,SYN-03,1,1
272,SPECIAL_LAW_SYN,SYN-03,1,1
273,IPC_SYN,SYN-01,1,1
274,SPECIAL_LAW_SYN,SYN-03,1,1
275,IPC_SYN,SYN-01,1,1
276,IPC_SYN,SYN-01,1,1
277,SPECIAL_LAW_SYN,SYN-03,1,1
278,IPC_SYN,SYN-01,1,1
279,SPECIAL_LAW_SYN,SYN-03,1,1
280,IPC_SYN,SYN-01,1,1
281,IPC_SYN,SYN-01,1,1
282,IPC_SYN,SYN-01,1,1
283,SPECIAL_LAW_SYN,SYN-03,1,1
284,IT_ACT_SYN,SYN-02,1,1
285,IPC_SYN,SYN-01,1,1
286,IPC_SYN,SYN-01,1,1
287,IT_ACT_SYN,SYN-02,1,1
288,IPC_SYN,SYN-01,1,1
289,IPC_SYN,SYN-01,1,1
290,SPECIAL_LAW_SYN,SYN-03,1,1
291,IPC_SYN,SYN-01,1,1
292,IPC_SYN,SYN-01,1,1
293,IPC_SYN,SYN-01,1,1
294,IT_ACT_SYN,SYN-02,1,1
295,IPC_SYN,SYN-01,1,1
296,IT_ACT_SYN,SYN-02,1,1
297,IPC_SYN,SYN-01,1,1
298,IPC_SYN,SYN-01,1,1
299,IT_ACT_SYN,SYN-02,1,1
300,IPC_SYN,SYN-01,1,1
301,IPC_SYN,SYN-01,1,1
302,IT_ACT_SYN,SYN-02,1,1
303,IPC_SYN,SYN-01,1,1
304,IPC_SYN,SYN-01,1,1
305,IPC_SYN,SYN-01,1,1
306,SPECIAL_LAW_SYN,SYN-03,1,1
307,IPC_SYN,SYN-01,1,1
308,SPECIAL_LAW_SYN,SYN-03,1,1
309,IPC_SYN,SYN-01,1,1
310,IPC_SYN,SYN-01,1,1
311,IPC_SYN,SYN-01,1,1
312,SPECIAL_LAW_SYN,SYN-03,1,1
313,SPECIAL_LAW_SYN,SYN-03,1,1
314,IPC_SYN,SYN-01,1,1
315,IPC_SYN,SYN-01,1,1
316,SPECIAL_LAW_SYN,SYN-03,1,1
317,SPECIAL_LAW_SYN,SYN-03,1,1
318,IPC_SYN,SYN-01,1,1
319,SPECIAL_LAW_SYN,SYN-03,1,1
320,SPECIAL_LAW_SYN,SYN-03,1,1
321,IPC_SYN,SYN-01,1,1
322,IPC_SYN,SYN-01,1,1
323,IT_ACT_SYN,SYN-02,1,1
324,SPECIAL_LAW_SYN,SYN-03,1,1
325,IPC_SYN,SYN-01,1,1
326,IPC_SYN,SYN-01,1,1
327,IPC_SYN,SYN-01,1,1
328,IPC_SYN,SYN-01,1,1
329,SPECIAL_LAW_SYN,SYN-03,1,1
330,IPC_SYN,SYN-01,1,1
331,IPC_SYN,SYN-01,1,1
332,IPC_SYN,SYN-01,1,1
333,SPECIAL_LAW_SYN,SYN-03,1,1
334,IPC_SYN,SYN-01,1,1
335,IT_ACT_SYN,SYN-02,1,1
336,SPECIAL_LAW_SYN,SYN-03,1,1
337,IPC_SYN,SYN-01,1,1
338,IT_ACT_SYN,SYN-02,1,1
339,IPC_SYN,SYN-01,1,1
340,SPECIAL_LAW_SYN,SYN-03,1,1
341,IPC_SYN,SYN-01,1,1
342,IPC_SYN,SYN-01,1,1
343,IPC_SYN,SYN-01,1,1
344,SPECIAL_LAW_SYN,SYN-03,1,1
345,IPC_SYN,SYN-01,1,1
346,SPECIAL_LAW_SYN,SYN-03,1,1
347,SPECIAL_LAW_SYN,SYN-03,1,1
348,IPC_SYN,SYN-01,1,1
349,IPC_SYN,SYN-01,1,1
350,IPC_SYN,SYN-01,1,1
351,IPC_SYN,SYN-01,1,1
352,IPC_SYN,SYN-01,1,1
353,IT_ACT_SYN,SYN-02,1,1
354,SPECIAL_LAW_SYN,SYN-03,1,1
355,IT_ACT_SYN,SYN-02,1,1
356,IT_ACT_SYN,SYN-02,1,1
357,IPC_SYN,SYN-01,1,1
358,IPC_SYN,SYN-01,1,1
359,IPC_SYN,SYN-01,1,1
360,IPC_SYN,SYN-01,1,1
361,SPECIAL_LAW_SYN,SYN-03,1,1
362,IPC_SYN,SYN-01,1,1
363,IPC_SYN,SYN-01,1,1
364,IPC_SYN,SYN-01,1,1
365,SPECIAL_LAW_SYN,SYN-03,1,1
366,IPC_SYN,SYN-01,1,1
367,IT_ACT_SYN,SYN-02,1,1
368,IPC_SYN,SYN-01,1,1
369,IPC_SYN,SYN-01,1,1
370,SPECIAL_LAW_SYN,SYN-03,1,1
371,IPC_SYN,SYN-01,1,1
372,IPC_SYN,SYN-01,1,1
373,IPC_SYN,SYN-01,1,1
374,IPC_SYN,SYN-01,1,1
375,IPC_SYN,SYN-01,1,1
376,IPC_SYN,SYN-01,1,1
377,IPC_SYN,SYN-01,1,1
378,SPECIAL_LAW_SYN,SYN-03,1,1
379,IPC_SYN,SYN-01,1,1
380,IPC_SYN,SYN-01,1,1
381,SPECIAL_LAW_SYN,SYN-03,1,1
382,IPC_SYN,SYN-01,1,1
383,SPECIAL_LAW_SYN,SYN-03,1,1
384,SPECIAL_LAW_SYN,SYN-03,1,1
385,IPC_SYN,SYN-01,1,1
386,IPC_SYN,SYN-01,1,1
387,IPC_SYN,SYN-01,1,1
388,IPC_SYN,SYN-01,1,1
389,SPECIAL_LAW_SYN,SYN-03,1,1
390,SPECIAL_LAW_SYN,SYN-03,1,1
391,SPECIAL_LAW_SYN,SYN-03,1,1
392,SPECIAL_LAW_SYN,SYN-03,1,1
393,SPECIAL_LAW_SYN,SYN-03,1,1
394,SPECIAL_LAW_SYN,SYN-03,1,1
395,SPECIAL_LAW_SYN,SYN-03,1,1
396,IPC_SYN,SYN-01,1,1
397,IPC_SYN,SYN-01,1,1
398,SPECIAL_LAW_SYN,SYN-03,1,1
399,IPC_SYN,SYN-01,1,1
400,IPC_SYN,SYN-01,1,1
401,SPECIAL_LAW_SYN,SYN-03,1,1
402,SPECIAL_LAW_SYN,SYN-03,1,1
403,IPC_SYN,SYN-01,1,1
404,IT_ACT_SYN,SYN-02,1,1
405,SPECIAL_LAW_SYN,SYN-03,1,1
406,IPC_SYN,SYN-01,1,1
407,IPC_SYN,SYN-01,1,1
408,SPECIAL_LAW_SYN,SYN-03,1,1
409,SPECIAL_LAW_SYN,SYN-03,1,1
410,SPECIAL_LAW_SYN,SYN-03,1,1
411,SPECIAL_LAW_SYN,SYN-03,1,1
412,SPECIAL_LAW_SYN,SYN-03,1,1
413,IPC_SYN,SYN-01,1,1
414,IPC_SYN,SYN-01,1,1
415,SPECIAL_LAW_SYN,SYN-03,1,1
416,IPC_SYN,SYN-01,1,1
417,IPC_SYN,SYN-01,1,1
418,IPC_SYN,SYN-01,1,1
419,IPC_SYN,SYN-01,1,1
420,IPC_SYN,SYN-01,1,1
421,SPECIAL_LAW_SYN,SYN-03,1,1
422,SPECIAL_LAW_SYN,SYN-03,1,1
423,IPC_SYN,SYN-01,1,1
424,IPC_SYN,SYN-01,1,1
425,IPC_SYN,SYN-01,1,1
426,SPECIAL_LAW_SYN,SYN-03,1,1
427,IPC_SYN,SYN-01,1,1
428,IPC_SYN,SYN-01,1,1
429,SPECIAL_LAW_SYN,SYN-03,1,1
430,IPC_SYN,SYN-01,1,1
431,IT_ACT_SYN,SYN-02,1,1
432,SPECIAL_LAW_SYN,SYN-03,1,1
433,IPC_SYN,SYN-01,1,1
434,SPECIAL_LAW_SYN,SYN-03,1,1
435,IPC_SYN,SYN-01,1,1
436,SPECIAL_LAW_SYN,SYN-03,1,1
437,IPC_SYN,SYN-01,1,1
438,IPC_SYN,SYN-01,1,1
439,SPECIAL_LAW_SYN,SYN-03,1,1
440,IPC_SYN,SYN-01,1,1
441,SPECIAL_LAW_SYN,SYN-03,1,1
442,SPECIAL_LAW_SYN,SYN-03,1,1
443,IPC_SYN,SYN-01,1,1
444,IPC_SYN,SYN-01,1,1
445,IT_ACT_SYN,SYN-02,1,1
446,IPC_SYN,SYN-01,1,1
447,SPECIAL_LAW_SYN,SYN-03,1,1
448,IPC_SYN,SYN-01,1,1
449,SPECIAL_LAW_SYN,SYN-03,1,1
450,IPC_SYN,SYN-01,1,1
451,SPECIAL_LAW_SYN,SYN-03,1,1
452,IPC_SYN,SYN-01,1,1
453,IPC_SYN,SYN-01,1,1
454,IPC_SYN,SYN-01,1,1
455,IT_ACT_SYN,SYN-02,1,1
456,SPECIAL_LAW_SYN,SYN-03,1,1
457,IPC_SYN,SYN-01,1,1
458,SPECIAL_LAW_SYN,SYN-03,1,1
459,SPECIAL_LAW_SYN,SYN-03,1,1
460,IPC_SYN,SYN-01,1,1
461,SPECIAL_LAW_SYN,SYN-03,1,1
462,IPC_SYN,SYN-01,1,1
463,IPC_SYN,SYN-01,1,1
464,SPECIAL_LAW_SYN,SYN-03,1,1
465,SPECIAL_LAW_SYN,SYN-03,1,1
466,IPC_SYN,SYN-01,1,1
467,SPECIAL_LAW_SYN,SYN-03,1,1
468,IPC_SYN,SYN-01,1,1
469,IPC_SYN,SYN-01,1,1
470,IPC_SYN,SYN-01,1,1
471,IPC_SYN,SYN-01,1,1
472,SPECIAL_LAW_SYN,SYN-03,1,1
473,IPC_SYN,SYN-01,1,1
474,IPC_SYN,SYN-01,1,1
475,IPC_SYN,SYN-01,1,1
476,IT_ACT_SYN,SYN-02,1,1
477,SPECIAL_LAW_SYN,SYN-03,1,1
478,SPECIAL_LAW_SYN,SYN-03,1,1
479,IPC_SYN,SYN-01,1,1
480,SPECIAL_LAW_SYN,SYN-03,1,1
481,IPC_SYN,SYN-01,1,1
482,SPECIAL_LAW_SYN,SYN-03,1,1
483,IPC_SYN,SYN-01,1,1
484,IPC_SYN,SYN-01,1,1
485,SPECIAL_LAW_SYN,SYN-03,1,1
486,IPC_SYN,SYN-01,1,1
487,SPECIAL_LAW_SYN,SYN-03,1,1
488,IPC_SYN,SYN-01,1,1
489,SPECIAL_LAW_SYN,SYN-03,1,1
490,IPC_SYN,SYN-01,1,1
491,IPC_SYN,SYN-01,1,1
492,IPC_SYN,SYN-01,1,1
493,IPC_SYN,SYN-01,1,1
494,IPC_SYN,SYN-01,1,1
495,IPC_SYN,SYN-01,1,1
496,IPC_SYN,SYN-01,1,1
497,SPECIAL_LAW_SYN,SYN-03,1,1
498,IPC_SYN,SYN-01,1,1
499,IPC_SYN,SYN-01,1,1
500,IPC_SYN,SYN-01,1,1
501,SPECIAL_LAW_SYN,SYN-03,1,1
502,IPC_SYN,SYN-01,1,1
503,IT_ACT_SYN,SYN-02,1,1
504,IPC_SYN,SYN-01,1,1
505,SPECIAL_LAW_SYN,SYN-03,1,1
506,IPC_SYN,SYN-01,1,1
507,IPC_SYN,SYN-01,1,1
508,IPC_SYN,SYN-01,1,1
509,SPECIAL_LAW_SYN,SYN-03,1,1
510,IT_ACT_SYN,SYN-02,1,1
511,IPC_SYN,SYN-01,1,1
512,SPECIAL_LAW_SYN,SYN-03,1,1
513,IPC_SYN,SYN-01,1,1
514,IPC_SYN,SYN-01,1,1
515,IPC_SYN,SYN-01,1,1
516,IPC_SYN,SYN-01,1,1
517,SPECIAL_LAW_SYN,SYN-03,1,1
518,SPECIAL_LAW_SYN,SYN-03,1,1
519,IPC_SYN,SYN-01,1,1
520,IT_ACT_SYN,SYN-02,1,1
521,SPECIAL_LAW_SYN,SYN-03,1,1
522,IPC_SYN,SYN-01,1,1
523,IPC_SYN,SYN-01,1,1
524,SPECIAL_LAW_SYN,SYN-03,1,1
525,IT_ACT_SYN,SYN-02,1,1
526,IPC_SYN,SYN-01,1,1
527,IPC_SYN,SYN-01,1,1
528,SPECIAL_LAW_SYN,SYN-03,1,1
529,IT_ACT_SYN,SYN-02,1,1
530,IPC_SYN,SYN-01,1,1
531,IPC_SYN,SYN-01,1,1
532,IT_ACT_SYN,SYN-02,1,1
533,SPECIAL_LAW_SYN,SYN-03,1,1
534,IPC_SYN,SYN-01,1,1
535,IPC_SYN,SYN-01,1,1
536,IPC_SYN,SYN-01,1,1
537,SPECIAL_LAW_SYN,SYN-03,1,1
538,IPC_SYN,SYN-01,1,1
539,SPECIAL_LAW_SYN,SYN-03,1,1
540,IPC_SYN,SYN-01,1,1
541,SPECIAL_LAW_SYN,SYN-03,1,1
542,IPC_SYN,SYN-01,1,1
543,IPC_SYN,SYN-01,1,1
544,SPECIAL_LAW_SYN,SYN-03,1,1
545,IT_ACT_SYN,SYN-02,1,1
546,SPECIAL_LAW_SYN,SYN-03,1,1
547,IPC_SYN,SYN-01,1,1
548,SPECIAL_LAW_SYN,SYN-03,1,1
549,IPC_SYN,SYN-01,1,1
550,SPECIAL_LAW_SYN,SYN-03,1,1
551,IPC_SYN,SYN-01,1,1
552,IPC_SYN,SYN-01,1,1
553,IPC_SYN,SYN-01,1,1
554,SPECIAL_LAW_SYN,SYN-03,1,1
555,IPC_SYN,SYN-01,1,1
556,IPC_SYN,SYN-01,1,1
557,SPECIAL_LAW_SYN,SYN-03,1,1
558,SPECIAL_LAW_SYN,SYN-03,1,1
559,SPECIAL_LAW_SYN,SYN-03,1,1
560,SPECIAL_LAW_SYN,SYN-03,1,1
561,IPC_SYN,SYN-01,1,1
562,IPC_SYN,SYN-01,1,1
563,SPECIAL_LAW_SYN,SYN-03,1,1
564,IT_ACT_SYN,SYN-02,1,1
565,IPC_SYN,SYN-01,1,1
566,SPECIAL_LAW_SYN,SYN-03,1,1
567,IPC_SYN,SYN-01,1,1
568,SPECIAL_LAW_SYN,SYN-03,1,1
569,IPC_SYN,SYN-01,1,1
570,SPECIAL_LAW_SYN,SYN-03,1,1
571,SPECIAL_LAW_SYN,SYN-03,1,1
572,IPC_SYN,SYN-01,1,1
573,IPC_SYN,SYN-01,1,1
574,IPC_SYN,SYN-01,1,1
575,SPECIAL_LAW_SYN,SYN-03,1,1
576,IPC_SYN,SYN-01,1,1
577,SPECIAL_LAW_SYN,SYN-03,1,1
578,IPC_SYN,SYN-01,1,1
579,IPC_SYN,SYN-01,1,1
580,IPC_SYN,SYN-01,1,1
581,IPC_SYN,SYN-01,1,1
582,IPC_SYN,SYN-01,1,1
583,IPC_SYN,SYN-01,1,1
584,IPC_SYN,SYN-01,1,1
585,IT_ACT_SYN,SYN-02,1,1
586,SPECIAL_LAW_SYN,SYN-03,1,1
587,IT_ACT_SYN,SYN-02,1,1
588,SPECIAL_LAW_SYN,SYN-03,1,1
589,IPC_SYN,SYN-01,1,1
590,SPECIAL_LAW_SYN,SYN-03,1,1
591,SPECIAL_LAW_SYN,SYN-03,1,1
592,IPC_SYN,SYN-01,1,1
593,IT_ACT_SYN,SYN-02,1,1
594,IT_ACT_SYN,SYN-02,1,1
595,IPC_SYN,SYN-01,1,1
596,IT_ACT_SYN,SYN-02,1,1
597,IPC_SYN,SYN-01,1,1
598,IPC_SYN,SYN-01,1,1
599,IPC_SYN,SYN-01,1,1
600,SPECIAL_LAW_SYN,SYN-03,1,1
601,IPC_SYN,SYN-01,1,1
602,IPC_SYN,SYN-01,1,1
603,IPC_SYN,SYN-01,1,1
604,IPC_SYN,SYN-01,1,1
605,IPC_SYN,SYN-01,1,1
606,IPC_SYN,SYN-01,1,1
607,SPECIAL_LAW_SYN,SYN-03,1,1
608,IPC_SYN,SYN-01,1,1
609,IPC_SYN,SYN-01,1,1
610,IT_ACT_SYN,SYN-02,1,1
611,IPC_SYN,SYN-01,1,1
612,SPECIAL_LAW_SYN,SYN-03,1,1
613,IPC_SYN,SYN-01,1,1
614,IPC_SYN,SYN-01,1,1
615,IPC_SYN,SYN-01,1,1
616,IT_ACT_SYN,SYN-02,1,1
617,SPECIAL_LAW_SYN,SYN-03,1,1
618,IPC_SYN,SYN-01,1,1
619,SPECIAL_LAW_SYN,SYN-03,1,1
